countrycode,closing_date,ebitda,r_d_expenses_operating_revenue,research_development_expenses,number_of_employees,Acquired stake (%)_0_10,Acquired stake (%)_10_20,Acquired stake (%)_20_30,Acquired stake (%)_30_40,Acquired stake (%)_40_50,Acquired stake (%)_0_25,Acquired stake (%)_25_50,Acquired stake (%)_0_50,Final stake (%)_0_10,Final stake (%)_10_20,Final stake (%)_20_30,Final stake (%)_30_40,Final stake (%)_40_50,Final stake (%)_0_25,Final stake (%)_25_50,Score-protecting minority investors,Reform,is_reform
CA,2004,11185939412.0,2.7584061965119435,394004939.0,18057.0,10,0,0,1,0,10,1,11,6,3,0,2,0,9,2,,,
CA,2005,15546921588.0,-0.46898718163149367,440428394.0,0.0,3,2,1,0,2,6,2,8,1,3,1,0,3,5,3,,,
CA,2006,17380097688.0,-6.733930837880133,308951811.0,24400.0,3,2,0,0,0,5,0,5,1,4,0,0,0,5,0,83.333333333333,,
CA,2007,18056895831.0,-11.948900228295672,147101613.0,24400.0,8,1,0,0,0,9,0,9,1,7,1,0,0,8,1,83.333333333333,,
CA,2008,19044538094.0,-15.936027791058116,182198660.0,28754.0,6,4,0,0,0,10,0,10,1,9,0,0,0,10,0,83.333333333333,,
CA,2009,18297269990.0,-5.0396754502401695,153483437.0,33457.0,4,0,0,1,0,4,1,5,1,3,0,0,1,4,1,83.333333333333,,
CA,2010,37298563280.0,-7.827994510927652,369945541.0,32372.0,10,1,1,0,0,11,1,12,5,5,0,1,1,10,2,83.333333333333,,
CA,2011,40375046632.0,11.198546295534417,342208252.0,28750.0,6,2,1,1,0,9,1,10,0,6,2,1,1,7,3,83.333333333333,,
CA,2012,37156375633.0,-4.490607252591907,303074205.0,27640.0,5,0,1,0,0,6,0,6,1,4,0,1,0,5,1,83.333333333333,,
CA,2013,29018514399.0,-18.59574192179935,173241461.0,28806.0,4,4,0,0,0,8,0,8,0,6,2,0,0,7,1,86.666666666667,,
CA,2014,29717573679.0,-10.014967192822702,158179533.0,27731.0,6,2,0,0,0,8,0,8,2,5,0,1,0,7,1,82.0,,
CA,2015,26272948453.0,-6.698381156703594,32989312.0,30600.0,3,2,0,1,0,5,1,6,1,4,0,1,0,5,1,82.0,,
CA,2016,24643419966.0,-14.98368841801715,1381294.0,35300.0,6,3,2,1,0,10,2,12,1,8,1,2,0,10,2,82.0,,
CA,2017,26261431724.0,-2.7251875084512505,42726833.0,56795.0,2,1,0,0,0,3,0,3,0,3,0,0,0,3,0,82.0,,
CA,2018,26854412930.0,-6.832137646593295,35178646.0,59029.0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,82.0,,
CA,2019,31793222042.0,-11.677470495932553,2667261.0,58730.0,2,1,0,0,0,3,0,3,2,1,0,0,0,3,0,82.0,,
CA,2020,4930334.0,-0.6593263710852157,0.0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,82.0,,
CN,1996,152467132.0,-0.21284532707550452,3863813.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CN,1997,173748745.0,-0.2185904676558539,3893618.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CN,1998,85395109.0,-0.24923121741771706,2387413.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CN,1999,167014499.0,-0.2588064517182993,2875230.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CN,2000,163438643.0,-0.15730896813212752,9152300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CN,2001,93294560.0,-0.4869721536747354,7372990.0,6379.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CN,2002,1054412079.0,-1.342733806902144,40440132.0,89414.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CN,2003,1471740203.0,-4.328577819784201,34167783.0,150334.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
