,bvdid,closing_date,ebitda,r_d_expenses_operating_revenue,research_development_expenses,number_of_employees,type_of_entity,category_of_the_company,Deal_number,"Deal value
m EUR",Target country code,Acquiror country code,Acquired stake (%),Final stake (%)
270,FR308449024,1994,136966295.0,0.0,0.0,11854.0,Corporate,Very large company,,,,,,
271,FR326300159,2017,406000000.0,0.0,0.0,3057.0,Corporate,Very large company,,,,,,
272,FR326300159,2016,307200000.0,0.0,0.0,3107.0,Corporate,Very large company,,,,,,
273,FR326300159,2015,183900000.0,0.0,0.0,2887.0,Corporate,Very large company,,,,,,
274,FR326300159,2014,570700000.0,0.17,4400000.0,2951.0,Corporate,Very large company,,,,,,
275,FR326300159,2013,401500000.0,0.34,8500000.0,3770.0,Corporate,Very large company,,,,,,
276,FR326300159,2012,373500000.0,0.2,5400000.0,3990.0,Corporate,Very large company,,,,,,
277,FR326300159,2011,505000000.0,0.28,7400000.0,4122.0,Corporate,Very large company,,,,,,
278,FR326300159,2010,538500000.0,0.22,6000000.0,3798.0,Corporate,Very large company,,,,,,
279,FR326300159,2009,323300000.0,0.84,20800000.0,1597.0,Corporate,Very large company,,,,,,
280,FR326300159,2008,399500000.0,0.52,13500000.0,1536.0,Corporate,Very large company,,,,,,
281,FR326300159,2007,442200000.0,0.65,17900000.0,1573.0,Corporate,Very large company,,,,,,
282,FR326300159,2006,420700000.0,0.52,13700000.0,3536.0,Corporate,Very large company,,,,,,
283,FR326300159,2005,476200000.0,0.0,0.0,3233.0,Corporate,Very large company,,,,,,
284,FR326300159,2004,538800000.0,0.0,0.0,3774.0,Corporate,Very large company,,,,,,
285,FR326820065,2017,368700000.0,2.65,102200000.0,41661.0,Corporate,Very large company,,,,,,
287,FR326820065,2015,88500000.0,2.92,105400000.0,38450.0,Corporate,Very large company,,,,,,
288,FR326820065,2014,206954000.0,4.13,95200000.0,37358.0,Corporate,Very large company,,,,,,
289,FR326820065,2013,136234000.0,5.47,76700000.0,16284.0,Corporate,Very large company,,,,,,
290,FR326820065,2012,120910000.0,3.44,42200000.0,14310.0,Corporate,Very large company,,,,,,
291,FR326820065,2011,123945000.0,2.71,28800000.0,12610.0,Corporate,Very large company,,,,,,
292,FR326820065,2010,108976000.0,6.07,59300000.0,11650.0,Corporate,Very large company,,,,,,
293,FR326820065,2009,89552000.0,4.86,53600000.0,12450.0,Corporate,Very large company,,,,,,
294,FR326820065,2008,124610000.0,4.42,50100000.0,12450.0,Corporate,Very large company,,,,,,
295,FR326820065,2007,112237000.0,3.87,38800000.0,11320.0,Corporate,Very large company,,,,,,
296,FR326820065,2006,94706000.0,3.46,31100000.0,9910.0,Corporate,Very large company,,,,,,
297,FR326820065,2005,73571000.0,0.0,0.0,9100.0,Corporate,Very large company,,,,,,
298,FR326820065,2004,54686000.0,0.0,0.0,7500.0,Corporate,Very large company,,,,,,
299,FR332036128,2017,52758000.0,0.0,0.0,1642.0,Corporate,Very large company,,,,,,
300,FR332036128,2016,69271000.0,0.0,0.0,1653.0,Corporate,Very large company,,,,,,
301,FR332036128,2015,61226000.0,0.0,0.0,1691.0,Corporate,Very large company,,,,,,
302,FR332036128,2014,76862000.0,0.0,0.0,1707.0,Corporate,Very large company,,,,,,
303,FR332036128,2013,88690000.0,0.0,0.0,1784.0,Corporate,Very large company,,,,,,
304,FR332036128,2011,85943000.0,0.0,0.0,1784.0,Corporate,Very large company,,,,,,
305,FR332036128,2010,68532000.0,0.0,0.0,1722.0,Corporate,Very large company,,,,,,
306,FR332036128,2009,59470000.0,0.0,0.0,1828.0,Corporate,Very large company,,,,,,
307,FR332036128,2008,40035000.0,0.0,0.0,1814.0,Corporate,Very large company,,,,,,
308,FR332036128,2007,51409000.0,0.0,0.0,1865.0,Corporate,Very large company,,,,,,
309,FR332036128,2006,104397000.0,0.0,0.0,1851.0,Corporate,Very large company,,,,,,
310,FR332036128,2005,121912000.0,0.0,0.0,,Corporate,Very large company,,,,,,
311,FR332036128,2004,133610000.0,0.0,0.0,,Corporate,Very large company,,,,,,
312,FR332036128,2004,132081000.0,0.0,0.0,1685.0,Corporate,Very large company,,,,,,
313,FR335186094,2018,766349000.0,12.19,211098000.0,13742.0,Corporate,Very large company,,,,,,
314,FR335186094,2017,655076000.0,7.6,110987000.0,11907.0,Corporate,Very large company,,,,,,
315,FR335186094,2016,598111000.0,5.95,82940000.0,10667.0,Corporate,Very large company,,,,,,
316,FR335186094,2015,630943000.0,7.14,104497000.0,9790.0,Corporate,Very large company,,,,,,
317,FR335186094,2014,295712000.0,5.23,52651000.0,9281.0,Corporate,Very large company,,,,,,
318,FR335186094,2013,461331000.0,5.76,72382000.0,8268.0,Corporate,Very large company,,,,,,
319,FR335186094,2012,342351000.0,6.37,67606000.0,6927.0,Corporate,Very large company,,,,,,
320,FR335186094,2011,332676000.0,4.82,50031000.0,6331.0,Corporate,Very large company,,,,,,
321,FR335186094,2010,234891000.0,35.75,311424000.0,6402.0,Corporate,Very large company,,,,,,
322,FR335186094,2009,348835000.0,24.38,258538000.0,5765.0,Corporate,Very large company,,,,,,
323,FR335186094,2008,386760000.0,0.0,0.0,4323.0,Corporate,Very large company,,,,,,
324,FR335186094,2007,266930000.0,0.0,0.0,3934.0,Corporate,Very large company,,,,,,
325,FR335186094,2006,161135000.0,0.0,0.0,3441.0,Corporate,Very large company,,,,,,
326,FR335186094,2005,189856000.0,0.0,0.0,2972.0,Corporate,Very large company,,,,,,
328,FR343134763,2017,1391000000.0,1.24,154000000.0,41743.0,Corporate,Very large company,,,,,,
329,FR343134763,2016,1918000000.0,0.67,77000000.0,22603.0,Corporate,Very large company,,,,,,
330,FR343134763,2015,2226000000.0,0.0,0.0,16395.0,Corporate,Very large company,,,,,,
331,FR343134763,2014,4125000000.0,0.0,0.0,15571.0,Corporate,Very large company,,,,,,
332,FR343134763,2013,2304000000.0,0.0,0.0,32007.0,Corporate,Very large company,,,,,,
333,FR343134763,2012,4987000000.0,0.0,0.0,58050.0,Corporate,Very large company,,,,,,
334,FR343134763,2011,9123000000.0,2.39,722000000.0,58318.0,Corporate,Very large company,,,,,,
335,FR343134763,2010,8549000000.0,2.89,835000000.0,51272.0,Corporate,Very large company,,,,,,
336,FR343134763,2009,7807000000.0,2.16,586000000.0,49004.0,Corporate,Very large company,,,,,,
337,FR343134763,2008,7151000000.0,2.04,518000000.0,43208.0,Corporate,Very large company,,,,,,
338,FR343134763,2007,6592000000.0,1.05,227000000.0,37223.0,Corporate,Very large company,,,,,,
339,FR343134763,2006,6014000000.0,1.08,217000000.0,37014.0,Corporate,Very large company,,,,,,
340,FR343134763,2005,5560000000.0,0.73,143000000.0,37166.0,Corporate,Very large company,,,,,,
341,FR343134763,2004,4842000000.0,1.09,194000000.0,38889.0,Corporate,Very large company,,,,,,
342,FR343134763,2003,5286000000.0,0.67,170000000.0,49617.0,Corporate,Very large company,,,,,,
343,FR343134763,2002,7096000000.0,0.2,117000000.0,334574.0,Corporate,Very large company,,,,,,
344,FR348607417,2017,204508000.0,0.0,0.0,28000.0,Corporate,Very large company,,,,,,
345,FR348607417,2016,183379000.0,0.0,0.0,24000.0,Corporate,Very large company,,,,,,
346,FR348607417,2015,168217000.0,0.0,0.0,20400.0,Corporate,Very large company,,,,,,
347,FR348607417,2014,131108000.0,0.0,0.0,18400.0,Corporate,Very large company,,,,,,
348,FR348607417,2013,132745000.0,0.0,0.0,16000.0,Corporate,Very large company,,,,,,
349,FR348607417,2012,137153000.0,0.0,0.0,15950.0,Corporate,Very large company,,,,,,
350,FR348607417,2011,129131000.0,0.0,0.0,14800.0,Corporate,Very large company,,,,,,
351,FR348607417,2010,108675000.0,0.0,0.0,12678.0,Corporate,Very large company,,,,,,
352,FR348607417,2009,79486000.0,0.0,0.0,11293.0,Corporate,Very large company,,,,,,
353,FR348607417,2008,111429000.0,0.0,0.0,12500.0,Corporate,Very large company,,,,,,
355,FR348607417,2006,85911000.0,0.0,0.0,6576.0,Corporate,Very large company,,,,,,
356,FR348607417,2005,71512000.0,0.0,0.0,5794.0,Corporate,Very large company,,,,,,
358,FR348607417,2003,35992000.0,0.0,0.0,4180.0,Corporate,Very large company,,,,,,
359,FR351571757,2017,134683000.0,0.0,0.0,4298.0,Corporate,Very large company,,,,,,
360,FR351571757,2016,127706000.0,0.0,0.0,3934.0,Corporate,Very large company,,,,,,
361,FR351571757,2015,112215000.0,0.0,0.0,4252.0,Corporate,Very large company,,,,,,
362,FR351571757,2014,114653000.0,0.0,0.0,4107.0,Corporate,Very large company,,,,,,
363,FR351571757,2013,91104000.0,0.0,0.0,3976.0,Corporate,Very large company,,,,,,
364,FR351571757,2012,92038000.0,0.0,0.0,3864.0,Corporate,Very large company,,,,,,
365,FR351571757,2011,96640000.0,0.0,0.0,3733.0,Corporate,Very large company,,,,,,
367,FR351571757,2009,67927000.0,0.0,0.0,3248.0,Corporate,Very large company,,,,,,
368,FR351571757,2008,78292000.0,0.0,0.0,2982.0,Corporate,Very large company,,,,,,
370,FR351571757,2006,66901000.0,0.0,0.0,2742.0,Corporate,Very large company,,,,,,
371,FR351571757,2005,59670000.0,0.0,0.0,2599.0,Corporate,Very large company,,,,,,
372,FR351571757,2004,50477000.0,0.0,0.0,2130.0,Corporate,Very large company,,,,,,
373,FR379067390,2011,12749000.0,0.0,0.0,247.0,Corporate,Large company,,,,,,
374,FR379067390,2010,-2060000.0,0.0,0.0,437.0,Corporate,Large company,,,,,,
375,FR379067390,2009,970000.0,0.0,0.0,653.0,Corporate,Large company,,,,,,
377,FR379067390,2007,5325000.0,0.0,0.0,327.0,Corporate,Large company,,,,,,
378,FR379067390,2006,-1065000.0,0.0,0.0,232.0,Corporate,Large company,,,,,,
379,FR379067390,2005,-8881000.0,0.0,0.0,315.0,Corporate,Large company,,,,,,
380,FR379067390,2004,-1368000.0,0.0,0.0,498.0,Corporate,Large company,,,,,,
381,FR379067390,2003,2906000.0,0.0,0.0,545.0,Corporate,Large company,,,,,,
382,FR379067390,2002,3459000.0,0.0,0.0,522.0,Corporate,Large company,,,,,,
383,FR391504693,2017,35505000.0,0.0,0.0,2399.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
384,FR391504693,2016,31492000.0,0.0,0.0,4899.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
385,FR391504693,2015,26059000.0,0.0,0.0,4667.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
386,FR391504693,2014,19931000.0,0.0,0.0,3750.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
388,FR391504693,2012,14896000.0,0.0,0.0,2674.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
389,FR391504693,2011,15103000.0,0.0,0.0,2701.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
390,FR391504693,2010,11472000.0,0.0,0.0,2350.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
391,FR391504693,2009,8373000.0,0.0,0.0,2034.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
392,FR391504693,2008,12544000.0,0.0,0.0,2072.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
393,FR391504693,2007,17122000.0,0.0,0.0,2194.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
394,FR391504693,2006,10753000.0,0.0,0.0,2019.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
395,FR391504693,2005,6029000.0,0.0,0.0,1189.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
396,FR391504693,2004,4620000.0,0.0,0.0,835.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
397,FR393709860,2014,,10.63,26292000.0,1040.0,Corporate,Very large company,,,,,,
399,FR393709860,2012,67167000.0,11.3,27130000.0,1057.0,Corporate,Very large company,,,,,,
400,FR393709860,2011,75194000.0,10.88,25588000.0,988.0,Corporate,Very large company,,,,,,
401,FR393709860,2010,63137000.0,14.54,31497000.0,937.0,Corporate,Very large company,,,,,,
402,FR393709860,2009,46785000.0,20.0,38630000.0,873.0,Corporate,Very large company,,,,,,
403,FR393709860,2008,39830000.0,20.6,36608000.0,782.0,Corporate,Very large company,,,,,,
404,FR393709860,2007,29161000.0,19.83,29343000.0,661.0,Corporate,Very large company,,,,,,
405,FR393709860,2006,28429000.0,0.0,0.0,588.0,Corporate,Very large company,,,,,,
406,FR393709860,2005,29905000.0,0.0,0.0,557.0,Corporate,Very large company,,,,,,
407,FR393709860,2004,23815000.0,0.0,0.0,508.0,Corporate,Very large company,,,,,,
408,FR393709860,2003,20091000.0,0.0,0.0,467.0,Corporate,Very large company,,,,,,
409,FR395030844,2017,9489000000.0,15.02,5472000000.0,106566.0,Corporate,Very large company,,,,,,
410,FR395030844,2016,10525000000.0,13.62,5172000000.0,121789.0,Corporate,Very large company,,,,,,
411,FR395030844,2015,10580000000.0,13.49,5082000000.0,123499.0,Corporate,Very large company,,,,,,
412,FR395030844,2014,9915000000.0,13.58,4667000000.0,113496.0,Corporate,Very large company,,,,,,
413,FR395030844,2013,10748000000.0,13.9,4770000000.0,112128.0,Corporate,Very large company,,,,,,
414,FR395030844,2012,11301000000.0,13.43,4905000000.0,111974.0,Corporate,Very large company,,,,,,
415,FR395030844,2011,11385000000.0,13.53,4788000000.0,113719.0,Corporate,Very large company,,,,,,
416,FR395030844,2010,11089000000.0,13.59,4401000000.0,101575.0,Corporate,Very large company,,,,,,
417,FR395030844,2009,11353000000.0,14.5,4583000000.0,104867.0,Corporate,Very large company,,,,,,
418,FR395030844,2008,10238000000.0,15.58,4575000000.0,98213.0,Corporate,Very large company,,,,,,
419,FR395030844,2007,10464000000.0,15.26,4537000000.0,99495.0,Corporate,Very large company,,,,,,
420,FR395030844,2006,10679000000.0,14.83,4430000000.0,100289.0,Corporate,Very large company,,,,,,
421,FR395030844,2005,9217000000.0,14.05,4044000000.0,97181.0,Corporate,Very large company,,,,,,
422,FR395030844,2004,7134000000.0,14.98,2389000000.0,96439.0,Corporate,Very large company,,,,,,
423,FR395030844,2003,3485000000.0,15.86,1316000000.0,33086.0,Corporate,Very large company,,,,,,
425,FR397478421,2009,-3100000.0,0.0,0.0,44.0,Private equity firm,Large company,,,,,,
426,FR397478421,2008,-15675000.0,0.0,0.0,38.0,Private equity firm,Large company,,,,,,
427,FR397478421,2007,9588000.0,0.0,0.0,,Private equity firm,Large company,,,,,,
429,FR397478421,2005,-585000.0,0.0,0.0,16.0,Private equity firm,Large company,,,,,,
430,FR397478421,2004,-1320000.0,0.0,0.0,13.0,Private equity firm,Large company,,,,,,
431,FR397478421,2003,-233000.0,0.0,0.0,15.0,Private equity firm,Large company,,,,,,
432,FR397478421,2002,-322000.0,0.0,0.0,,Private equity firm,Large company,,,,,,
433,FR397478421,2001,-716000.0,0.0,0.0,,Private equity firm,Large company,,,,,,
434,FR397883075,2013,-1428000.0,0.0,0.0,69.0,Corporate,Medium sized company,,,,,,
435,FR397883075,2012,-316000.0,0.0,0.0,,Corporate,Medium sized company,,,,,,
436,FR397883075,2011,-906000.0,0.0,0.0,43.0,Corporate,Medium sized company,,,,,,
437,FR397883075,2010,-866000.0,0.0,0.0,18.0,Corporate,Medium sized company,,,,,,
438,FR397883075,2009,-2151000.0,0.0,0.0,23.0,Corporate,Medium sized company,,,,,,
439,FR397883075,2008,484000.0,0.0,0.0,30.0,Corporate,Medium sized company,,,,,,
440,FR397883075,2008,-1834000.0,0.0,0.0,29.0,Corporate,Medium sized company,,,,,,
442,FR397883075,2003,-997000.0,0.0,0.0,43.0,Corporate,Medium sized company,,,,,,
443,FR397883075,2001,-3738000.0,0.0,0.0,67.0,Corporate,Medium sized company,,,,,,
444,FR403210032,2017,3001500000.0,0.24,60200000.0,168800.0,Corporate,Very large company,,,,,,
445,FR403210032,2016,2873000000.0,0.27,65100000.0,163226.0,Corporate,Very large company,,,,,,
446,FR403210032,2015,2955900000.0,0.28,70700000.0,173959.0,Corporate,Very large company,,,,,,
447,FR403210032,2014,3500300000.0,0.33,78100000.0,179508.0,Corporate,Very large company,,,,,,
448,FR403210032,2013,2471400000.0,0.35,81900000.0,202800.0,Corporate,Very large company,,,,,,
449,FR403210032,2012,2434000000.0,0.41,101400000.0,219739.0,Corporate,Very large company,,,,,,
450,FR403210032,2011,4621800000.0,0.44,108600000.0,231477.0,Corporate,Very large company,,,,,,
451,FR403210032,2010,3626100000.0,0.25,87400000.0,287043.0,Corporate,Very large company,,,,,,
452,FR403210032,2009,3442600000.0,0.32,89300000.0,291000.0,Corporate,Very large company,,,,,,
453,FR403210032,2008,4016100000.0,0.26,92100000.0,297965.0,Corporate,Very large company,,,,,,
454,FR403210032,2007,3945800000.0,0.26,84600000.0,284072.0,Corporate,Very large company,,,,,,
455,FR403210032,2006,3541400000.0,0.23,66400000.0,260088.0,Corporate,Very large company,,,,,,
456,FR403210032,2005,3193500000.0,0.25,62900000.0,241627.0,Corporate,Very large company,,,,,,
457,FR403210032,2004,3820500000.0,0.25,62600000.0,235521.0,Corporate,Very large company,,,,,,
458,FR405250119,2017,-1006000.0,0.0,0.0,167.0,Corporate,Very large company,,,,,,
459,FR405250119,2016,4180000.0,0.0,0.0,202.0,Corporate,Very large company,,,,,,
460,FR405250119,2015,3926000.0,0.0,0.0,189.0,Corporate,Very large company,,,,,,
461,FR405250119,2014,-380000.0,0.0,0.0,185.0,Corporate,Very large company,,,,,,
462,FR405250119,2013,4560000.0,0.0,0.0,320.0,Corporate,Very large company,,,,,,
463,FR405250119,2012,4502000.0,0.0,0.0,341.0,Corporate,Very large company,,,,,,
464,FR405250119,2011,7453000.0,0.0,0.0,366.0,Corporate,Very large company,,,,,,
465,FR405250119,2010,12342000.0,0.0,0.0,395.0,Corporate,Very large company,,,,,,
466,FR405250119,2009,10506000.0,0.0,0.0,423.0,Corporate,Very large company,,,,,,
467,FR405250119,2008,12584000.0,0.0,0.0,437.0,Corporate,Very large company,,,,,,
468,FR405250119,2007,13805000.0,0.0,0.0,403.0,Corporate,Very large company,,,,,,
469,FR405250119,2006,11715000.0,0.0,0.0,395.0,Corporate,Very large company,,,,,,
471,FR405250119,2004,9654000.0,0.0,0.0,294.0,Corporate,Very large company,,,,,,
472,FR414864488,2004,1343000.0,0.0,0.0,148.0,Corporate,Large company,,,,,,
473,FR414864488,2003,1485000.0,0.0,0.0,115.0,Corporate,Large company,,,,,,
474,FR414864488,2002,1306000.0,0.0,0.0,104.0,Corporate,Large company,,,,,,
475,FR415750660,2017,85058000.0,0.0,0.0,1804.0,Corporate,Very large company,,,,,,
476,FR415750660,2016,76047000.0,0.0,0.0,1746.0,Corporate,Very large company,,,,,,
477,FR415750660,2015,66052000.0,0.27,1163000.0,1747.0,Corporate,Very large company,,,,,,
478,FR415750660,2014,53643000.0,0.28,1117000.0,1721.0,Corporate,Very large company,,,,,,
479,FR415750660,2013,50206000.0,7.95,31159000.0,1645.0,Corporate,Very large company,,,,,,
480,FR415750660,2012,55279000.0,0.0,0.0,1581.0,Corporate,Very large company,,,,,,
481,FR415750660,2011,49765000.0,0.0,0.0,1565.0,Corporate,Very large company,,,,,,
482,FR415750660,2010,51089000.0,0.0,0.0,1589.0,Corporate,Very large company,,,,,,
483,FR415750660,2009,33460000.0,0.0,0.0,1489.0,Corporate,Very large company,,,,,,
484,FR415750660,2008,29513000.0,0.0,0.0,1507.0,Corporate,Very large company,,,,,,
486,FR415750660,2006,30973000.0,0.0,0.0,1097.0,Corporate,Very large company,,,,,,
487,FR415750660,2005,28517000.0,0.0,0.0,1112.0,Corporate,Very large company,,,,,,
488,FR415750660,2004,31167000.0,0.0,0.0,1104.0,Corporate,Very large company,,,,,,
489,FR430417600,2013,2132000.0,0.0,0.0,160.0,Corporate,Very large company,,,,,,
490,FR430417600,2012,65000.0,0.0,0.0,374.0,Corporate,Very large company,,,,,,
491,FR430417600,2011,31114000.0,0.0,0.0,380.0,Corporate,Very large company,,,,,,
492,FR430417600,2010,26842000.0,0.0,0.0,296.0,Corporate,Very large company,,,,,,
493,FR430417600,2009,20375000.0,0.0,0.0,288.0,Corporate,Very large company,,,,,,
494,FR430417600,2008,21612000.0,0.0,0.0,248.0,Corporate,Very large company,,,,,,
496,FR430417600,2006,16356000.0,0.0,0.0,118.0,Corporate,Very large company,,,,,,
497,FR430417600,2005,14703000.0,0.0,0.0,56.0,Corporate,Very large company,,,,,,
498,FR430417600,2004,11171000.0,0.0,0.0,48.0,Corporate,Very large company,,,,,,
499,FR447800475,2017,455983000.0,0.0,0.0,407.0,Corporate,Very large company,,,,,,
500,FR447800475,2016,407228000.0,0.0,0.0,369.0,Corporate,Very large company,,,,,,
501,FR447800475,2015,315922000.0,0.0,0.0,337.0,Corporate,Very large company,,,,,,
502,FR447800475,2014,285901000.0,0.0,0.0,298.0,Corporate,Very large company,,,,,,
503,FR447800475,2013,168491000.0,0.0,0.0,305.0,Corporate,Very large company,,,,,,
504,FR447800475,2012,137567000.0,0.0,0.0,326.0,Corporate,Very large company,,,,,,
505,FR447800475,2011,118337000.0,0.0,0.0,18744.0,Corporate,Very large company,,,,,,
506,FR447800475,2010,103076000.0,0.0,0.0,16881.0,Corporate,Very large company,,,,,,
507,FR447800475,2009,89593000.0,0.0,0.0,292.0,Corporate,Very large company,,,,,,
508,FR447800475,2008,89038000.0,0.0,0.0,278.0,Corporate,Very large company,,,,,,
509,FR447800475,2007,83941000.0,0.0,0.0,12381.0,Corporate,Very large company,,,,,,
510,FR447800475,2006,67224000.0,0.0,0.0,238.0,Corporate,Very large company,,,,,,
512,FR447800475,2004,31695000.0,0.0,0.0,,Corporate,Very large company,,,,,,
514,FR477599104,2016,,0.0,0.0,,Private equity firm,Very large company,,,,,,
516,FR477599104,2014,,0.0,0.0,,Private equity firm,Very large company,,,,,,
517,FR477599104,2013,,0.0,0.0,,Private equity firm,Very large company,,,,,,
518,FR481075703,2017,1685000.0,4.15,1276000.0,115.0,Corporate,Very large company,,,,,,
519,FR481075703,2016,822000.0,0.47,126000.0,,Corporate,Very large company,,,,,,
520,FR481075703,2015,-67000.0,1.39,141000.0,49.0,Corporate,Very large company,,,,,,
521,FR481075703,2014,-373000.0,5.42,232000.0,30.0,Corporate,Very large company,,,,,,
522,FR481075703,2013,-678000.0,0.0,0.0,33.0,Corporate,Very large company,,,,,,
