countrycode,closing_date,ebitda,r_d_expenses_operating_revenue,research_development_expenses,number_of_employees,"Deal value
m EUR",Acquired stake (%)_0_10,Acquired stake (%)_10_20,Acquired stake (%)_20_30,Acquired stake (%)_30_40,Acquired stake (%)_40_50,Acquired stake (%)_0_25,Acquired stake (%)_25_50,Acquired stake (%)_0_50,Total deal value for Acquired stake (%)0_10,Total deal value for Acquired stake (%)_10_20,Total deal value for Acquired stake (%)_20_30,Total deal value for Acquired stake (%)_30_40,Total deal value for Acquired stake (%)_40_50,Total deal value for Acquired stake (%)_0_25,Total deal value for Acquired stake (%)_25_50,Total deal value for Acquired stake (%)_0_50,Final stake (%)_0_10,Final stake (%)_10_20,Final stake (%)_20_30,Final stake (%)_30_40,Final stake (%)_40_50,Final stake (%)_0_25,Final stake (%)_25_50,Score-protecting minority investors,Reform,is_reform
CA,1999,1027401803.0,-1.409245569643589,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
CA,2000,59400932.0,-1.409245569643589,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
CA,2001,87387418.0,-1.6441198312508538,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,,,
CA,2002,68611884.0,-3.2882396625017076,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
CA,2003,595105637.0,4.301895023930157,1283477.0,2.0,26.85,2,0,0,0,1,2,1,3,21.23,0.0,0.0,0.0,5.62,21.23,5.62,26.85,0,1,0,1,1,1,2,,,
CA,2004,910963370.0,-7.558247131485526,408705.0,12.0,11.68,8,0,0,0,0,8,0,8,11.68,0.0,0.0,0.0,0.0,11.68,0.0,11.68,3,4,0,1,0,7,1,,,
CA,2005,1172858101.0,-5.692158167096272,1974826.0,0.0,14.64,1,0,1,0,1,2,1,3,3.39,0.0,8.22,0.0,3.03,11.610000000000001,3.03,14.64,0,1,1,0,1,2,1,,,
CA,2006,1013468777.0,-9.783097743835281,1856773.0,0.0,172.46,4,1,0,0,0,5,0,5,8.91,163.55,0.0,0.0,0.0,172.46,0.0,172.46,0,3,0,0,2,3,2,83.333333333333,,
CA,2007,1083507502.0,-12.43543535408583,2190203.0,0.0,34.730000000000004,6,0,0,0,0,6,0,6,34.730000000000004,0.0,0.0,0.0,0.0,34.730000000000004,0.0,34.730000000000004,1,3,1,0,1,4,2,83.333333333333,,
CA,2008,1314805919.0,-9.305297367436685,1595281.0,0.0,19.31,5,4,0,0,0,9,0,9,15.75,3.56,0.0,0.0,0.0,19.31,0.0,19.31,1,7,1,0,0,8,1,83.333333333333,,
CA,2009,1246026801.0,-11.984400190625085,2201362.0,760.0,39.68000000000001,6,0,0,0,0,6,0,6,39.68000000000001,0.0,0.0,0.0,0.0,39.68000000000001,0.0,39.68000000000001,1,5,0,0,0,6,0,83.333333333333,,
CA,2010,1802365114.0,7.488469860782296,1711626.0,0.0,48.18,6,2,1,0,0,8,1,9,39.53,7.640000000000001,1.01,0.0,0.0,47.17,1.01,48.18,3,4,0,1,1,7,2,83.333333333333,,
CA,2011,1519859195.0,6.5057424809304045,4144644.0,0.0,58.7,8,2,0,0,0,10,0,10,46.31,12.39,0.0,0.0,0.0,58.7,0.0,58.7,0,8,1,0,1,8,2,83.333333333333,,
CA,2012,1975829512.0,-13.293311156845046,439972.0,5443.0,30.46,4,0,2,0,0,5,1,6,4.54,0.0,25.92,0.0,0.0,28.52,1.94,30.46,1,3,0,2,0,4,2,83.333333333333,,
CA,2013,2574787816.0,-12.279285146560433,494084.0,0.0,4.78,4,1,0,0,0,5,0,5,3.1799999999999997,1.6,0.0,0.0,0.0,4.78,0.0,4.78,0,4,1,0,0,5,0,86.666666666667,,
CA,2014,2515150646.0,-9.261733324114951,589390.0,6575.0,9.0,2,1,0,0,0,3,0,3,5.58,3.42,0.0,0.0,0.0,9.0,0.0,9.0,0,2,0,1,0,2,1,82.0,,
CA,2015,3049426157.0,-1.3976706634006684,6850457.0,6869.0,3.5700000000000003,1,2,0,1,0,3,1,4,0.44,0.74,0.0,2.39,0.0,1.18,2.39,3.5700000000000003,0,3,0,1,0,3,1,82.0,,
CA,2016,3406875032.0,-6.645218527052681,8330864.0,109846.0,218.25,6,1,1,1,0,8,1,9,149.67,66.81,1.66,0.11,0.0,218.14000000000001,0.11,218.25,1,5,2,1,0,7,2,82.0,,
CA,2017,3965825130.0,-10.685812403706281,1539401.0,4552.0,1442.38,2,1,1,0,0,4,0,4,28.79,5.95,1407.64,0.0,0.0,1442.38,0.0,1442.38,0,2,1,1,0,3,1,82.0,,
CA,2018,4622547877.0,-7.985724894647004,0.0,8563.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,82.0,,
CA,2019,4968013843.0,-7.281102109825209,0.0,69621.0,2.19,1,1,0,0,0,2,0,2,0.66,1.53,0.0,0.0,0.0,2.19,0.0,2.19,1,1,0,0,0,2,0,82.0,,
CA,2020,4787443009.0,-1.7767218732162993,1001719.0,3800.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,82.0,,
CN,1999,15922511.0,-0.23487426160726482,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
CN,2000,40466723.0,-0.7046227848217945,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
CN,2001,39858923.0,-0.7046227848217945,0.0,432.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
CN,2002,853754359.0,-1.691549872269657,21454000.0,32148.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
CN,2003,1106028206.0,-9.590809482701337,8119000.0,66735.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
CN,2004,12690468754.0,-56.47435709676316,9069000.0,963057.0,59.43,4,2,1,1,1,7,2,9,25.93,0.89,15.57,0.0,17.04,42.39,17.04,59.43,1,1,4,0,3,3,6,,,
CN,2005,17337890232.0,-56.229164273224384,220794000.0,1074919.0,154.96,5,4,3,0,0,10,2,12,32.44,16.63,105.89,0.0,0.0,50.66,104.3,154.96,0,3,5,3,1,4,8,,,
CN,2006,19359443635.0,-58.32077312802884,316030000.0,1186983.0,191.98,9,3,1,1,0,12,2,14,39.51,127.8,24.67,0.0,0.0,167.31,24.67,191.98,1,4,5,3,1,7,7,43.333333333333,,
CN,2007,27827174005.0,-61.37349419597378,366565000.0,1482675.0,761.72,10,1,3,0,2,13,3,16,115.87,9.31,342.51,0.0,294.03,418.99,342.72999999999996,761.72,6,4,2,0,4,11,5,50.0,,
CN,2008,27592662889.0,-63.50123648701712,508916114.0,1691309.0,1118.41,23,3,2,0,1,28,1,29,130.75,714.22,151.95,0.0,121.49,996.9200000000001,121.49,1118.41,8,4,3,5,9,14,15,50.0,,
CN,2009,29518031940.0,-57.56132663406267,737228385.0,1897567.0,234.87,4,1,4,0,1,7,3,10,37.56,18.1,179.21,0.0,0.0,103.53,131.34,234.87,2,2,4,1,1,6,4,50.0,,
CN,2010,47488707485.0,-34.8837988668899,2249316154.0,2095957.0,323.01,16,2,0,0,0,18,0,18,273.05,49.96,0.0,0.0,0.0,323.01,0.0,323.01,3,5,2,5,3,9,9,50.0,,
CN,2011,56783480036.0,-24.94589498986414,3290612229.0,2546235.0,168.16,20,0,0,0,0,20,0,20,168.16,0.0,0.0,0.0,0.0,168.16,0.0,168.16,0,9,7,3,1,14,6,50.0,,
CN,2012,53625900204.0,-14.053011606142407,3640192522.0,2577430.0,117.74,23,0,1,0,0,23,1,24,117.74,0.0,0.0,0.0,0.0,117.74,0.0,117.74,1,1,8,8,6,4,20,50.0,,
CN,2013,56844045368.0,0.48363757118500045,3719691525.0,2816772.0,333.29,20,1,0,0,0,21,0,21,249.64,83.65,0.0,0.0,0.0,333.29,0.0,333.29,1,4,6,5,5,8,13,50.0,,
CN,2014,69953149829.0,57.77301204542424,5132378522.0,2845511.0,298.14,15,0,2,0,0,16,1,17,261.82,0.0,36.32,0.0,0.0,298.14,0.0,298.14,3,1,6,4,3,7,10,52.0,,
CN,2015,77692290415.0,77.27650869009688,6831848022.0,3007885.0,1517.47,80,1,2,0,0,83,0,83,1282.25,80.36,154.85999999999999,0.0,0.0,1517.47,0.0,1517.47,14,15,16,14,24,40,43,56.0,,
CN,2016,81926736709.0,84.39595836679273,7321681843.0,2951311.0,439.12,37,3,2,1,1,41,3,44,294.04,130.1,0.0,0.0,14.98,424.14,14.98,439.12,4,3,7,19,11,10,34,56.0,,
CN,2017,95370274141.0,112.1961639510462,8825667539.0,3217969.0,1725.76,84,8,1,2,0,92,3,95,1294.37,423.84000000000003,0.42,7.13,0.0,1718.21,7.55,1725.76,18,21,15,20,21,44,51,56.0,,
CN,2018,109374075791.0,151.9949265813354,13591073222.0,3565143.0,2583.17,104,6,1,2,0,110,3,113,1911.5700000000002,647.75,11.97,11.879999999999999,0.0,2559.32,23.85,2583.17,19,21,30,25,18,53,60,56.0,,
CN,2019,106391337038.0,162.79848904758074,14686520492.0,3411740.0,3369.05,62,4,5,0,0,70,1,71,1812.99,731.13,824.9300000000001,0.0,0.0,2956.11,412.94,3369.05,17,14,16,16,8,35,36,62.0,"China strengthened minority investor protections by increasing shareholders' rights and role in major corporate decisions, clarifying ownership and control structures, and requiring reimbursement of legal expenses incurred by shareholders.",True
DE,1999,4258039.0,-0.23487426160726482,0.0,17.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
DE,2000,21237000.0,1.8499483190638575,3059000.0,373.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
DE,2001,10066758.0,13.345835835654391,12838138.0,410.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
DE,2002,11982583789.0,10.02243616239255,608008804.0,134884.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
DE,2003,5913073000.0,6.732917068731136,761415000.0,145069.0,949.1999999999999,1,1,0,1,0,2,1,3,104.1,209.79,0.0,635.31,0.0,313.89,635.31,949.1999999999999,0,0,0,2,1,0,3,,,
DE,2004,5161841155.0,7.227177948245053,837579267.0,158338.0,0.0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,,,
DE,2005,6210208731.0,-0.25876537180543246,1090348047.0,172679.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
DE,2006,7982950165.0,-0.8323992557203894,1164491140.0,190077.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50.0,,
DE,2007,9075579660.0,0.051602044396826446,1684390790.0,209937.0,537.21,3,0,1,2,0,4,2,6,50.33,0.0,2.78,484.09999999999997,0.0,53.11,484.09999999999997,537.21,2,1,1,2,0,3,3,50.0,,
DE,2008,13049853739.0,-0.9382268500086679,2024576202.0,541854.0,111.96,4,1,0,0,0,5,0,5,96.58,15.38,0.0,0.0,0.0,111.96,0.0,111.96,3,1,0,1,0,4,1,50.0,,
DE,2009,10651835000.0,-2.5936294339304617,1834675000.0,552826.0,13.569999999999999,3,0,0,0,0,3,0,3,13.569999999999999,0.0,0.0,0.0,0.0,13.569999999999999,0.0,13.569999999999999,1,1,1,0,0,3,0,50.0,,
DE,2010,14410909366.0,-1.4118459882899248,2115239167.0,529878.0,1.37,1,1,0,0,0,2,0,2,0.0,1.37,0.0,0.0,0.0,1.37,0.0,1.37,0,2,0,0,0,2,0,50.0,,
DE,2011,15972266331.0,19.41186746212191,2488835894.0,575444.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50.0,,
DE,2012,15544412732.0,10.625412591043405,2773227682.0,596220.0,496.26,3,0,0,0,0,2,0,2,496.26,0.0,0.0,0.0,0.0,312.26,0.0,312.26,1,0,0,1,0,1,1,50.0,,
DE,2013,16433029287.0,30.32863733867215,3016736742.0,620318.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50.0,,
DE,2014,19903122174.0,-3.921893475484063,3274190804.0,579678.0,116.03,2,0,0,0,0,2,0,2,116.03,0.0,0.0,0.0,0.0,116.03,0.0,116.03,1,0,1,0,0,2,0,62.0,,
DE,2015,17975707116.0,-4.072559926884124,3303750138.0,593138.0,16.02,1,0,0,0,0,1,0,1,16.02,0.0,0.0,0.0,0.0,16.02,0.0,16.02,0,1,0,0,0,1,0,62.0,,
DE,2016,19933479662.0,11.453598287058849,3117656325.0,433143.0,146.24,3,0,0,0,0,3,0,3,146.24,0.0,0.0,0.0,0.0,146.24,0.0,146.24,1,0,1,1,0,2,1,62.0,,
DE,2017,20782850000.0,3.468865287369233,2859992000.0,464840.0,315.46999999999997,5,0,0,0,0,3,0,3,315.46999999999997,0.0,0.0,0.0,0.0,188.34,0.0,188.34,0,0,2,1,0,1,2,62.0,,
DE,2018,19608459000.0,1.1133641013811977,2885906000.0,439102.0,3826.94,2,0,0,0,1,2,1,3,15.26,0.0,0.0,0.0,3811.68,15.26,3811.68,3826.94,2,0,0,0,1,2,1,60.0,,
DE,2019,18075724000.0,-2.90884550804786,3483896000.0,330386.0,155.52,5,0,0,0,0,3,0,3,155.52,0.0,0.0,0.0,0.0,82.01,0.0,82.01,1,1,1,0,0,2,1,60.0,,
ES,1992,54373565.0,-0.23487426160726482,0.0,324.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
ES,1996,68803866.0,-0.23487426160726482,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
ES,1997,75523181.0,-0.23487426160726482,0.0,311.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
ES,1998,88252617.0,-0.23487426160726482,0.0,311.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
ES,1999,135263237.0,-0.46974852321452965,0.0,317.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
ES,2000,211124602.0,-0.46974852321452965,0.0,2033.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
ES,2001,233219000.0,7.5143309087862615,102406000.0,3193.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
ES,2002,196759000.0,8.916794821666173,118456000.0,4384.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
ES,2003,198253000.0,-0.8791664943110494,3800000.0,5755.0,80.78,2,1,0,0,0,3,0,3,74.8,5.98,0.0,0.0,0.0,80.78,0.0,80.78,0,3,0,0,0,3,0,,,
ES,2004,10486496000.0,-3.535374719628325,2600000.0,137477.0,210.0,3,0,0,0,0,3,0,3,210.0,0.0,0.0,0.0,0.0,210.0,0.0,210.0,0,1,1,1,0,2,1,,,
ES,2005,14941011000.0,-3.8599405475681294,4871000.0,148270.0,14.5,4,0,0,0,0,4,0,4,14.5,0.0,0.0,0.0,0.0,14.5,0.0,14.5,0,0,4,0,0,4,0,,,
ES,2006,22937014000.0,-3.9625372423695335,164417000.0,185696.0,10808.26,6,2,0,0,0,8,0,8,9375.26,1433.0,0.0,0.0,0.0,10808.26,0.0,10808.26,4,2,1,0,1,7,1,53.333333333333,,
ES,2007,22025767000.0,-6.480015336646517,165318000.0,217250.0,2016.1,20,0,0,0,0,20,0,20,2016.1,0.0,0.0,0.0,0.0,2016.1,0.0,2016.1,3,6,0,0,11,9,11,53.333333333333,,
ES,2008,19089187000.0,-3.3563160621228305,132640000.0,194970.0,376.42,3,0,0,0,0,3,0,3,376.42,0.0,0.0,0.0,0.0,376.42,0.0,376.42,0,2,1,0,0,3,0,53.333333333333,,
ES,2009,20011816000.0,-2.898828334427654,176649000.0,203582.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,53.333333333333,,
ES,2010,29969281000.0,-2.947871516505065,450364000.0,252962.0,1710.08,7,0,0,0,0,7,0,7,1710.08,0.0,0.0,0.0,0.0,1710.08,0.0,1710.08,0,6,1,0,0,7,0,53.333333333333,,
ES,2011,21434405000.0,-2.571360699530218,257753000.0,198373.0,4.43,1,0,0,0,0,1,0,1,4.43,0.0,0.0,0.0,0.0,4.43,0.0,4.43,0,1,0,0,0,1,0,53.333333333333,,
ES,2012,20610641000.0,-2.374557490380035,317283000.0,187493.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,53.333333333333,,
ES,2013,20232344000.0,-2.984324810533881,258323000.0,182354.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,53.333333333333,,
ES,2014,16395113000.0,-2.9204435011390704,250911000.0,153119.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,68.0,,
ES,2015,17452898000.0,-2.8962463852599494,266691000.0,154480.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,68.0,,
ES,2016,18253633000.0,-3.160801518871671,227447000.0,154080.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,70.0,Spain strengthened minority investor protections by requiring that major sales of company assets be subject to shareholder approval.,True
ES,2017,16294535000.0,-2.7978447806848576,411349000.0,170894.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,70.0,,
ES,2018,19317896000.0,-2.9881954256006087,175594000.0,171384.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,70.0,,
ES,2019,22027812000.0,-2.9607720276042717,207936000.0,174244.0,4.51,1,0,0,0,0,1,0,1,4.51,0.0,0.0,0.0,0.0,4.51,0.0,4.51,1,0,0,0,0,1,0,70.0,,
FI,1999,1401000.0,-0.23487426160726482,0.0,210.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
FI,2000,5817300.0,-0.46974852321452965,0.0,575.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
FI,2001,-25557000.0,-0.46974852321452965,0.0,779.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
FI,2002,646243000.0,-0.07162715689792398,182000000.0,36337.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
FI,2003,740114000.0,-1.0804892688471297,142300000.0,37309.0,0.0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,,,
FI,2004,981644000.0,-1.9561050058813785,96000000.0,33011.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
FI,2005,1001641000.0,-1.9786889807018913,100100000.0,33366.0,3.31,2,0,0,0,1,2,1,3,1.06,0.0,0.0,0.0,2.25,1.06,2.25,3.31,0,0,0,2,1,0,3,,,
FI,2006,1180961000.0,-1.9099682481312563,95700000.0,32810.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,56.666666666667,,
FI,2007,1471307000.0,-1.6567051019297914,117811000.0,36244.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,56.666666666667,,
FI,2008,1966577000.0,-1.6373474092264946,141947000.0,41797.0,51.8,3,0,0,0,0,3,0,3,51.8,0.0,0.0,0.0,0.0,51.8,0.0,51.8,2,1,0,0,0,3,0,56.666666666667,,
FI,2009,1144682000.0,-1.2047011303599502,110510000.0,36420.0,53.42,4,1,0,0,0,5,0,5,17.79,35.63,0.0,0.0,0.0,53.42,0.0,53.42,3,0,1,1,0,4,1,56.666666666667,,
FI,2010,1316467000.0,-1.2250276311723434,115200000.0,38745.0,54.04,2,0,0,0,0,2,0,2,54.04,0.0,0.0,0.0,0.0,54.04,0.0,54.04,1,0,1,0,0,1,1,56.666666666667,,
FI,2011,1514847000.0,-1.50829612453785,122170000.0,40711.0,0.0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,56.666666666667,,
FI,2012,1516865000.0,-1.3615002882045166,125424000.0,40225.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,56.666666666667,,
FI,2013,1107734000.0,-1.2679381068052493,69236000.0,40690.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,56.666666666667,,
FI,2014,1178067000.0,-0.37651543434450485,77169000.0,24857.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,62.0,,
FI,2015,1160214000.0,-0.26779065046825345,57092000.0,22534.0,2.94,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,2.94,0.0,2.94,2.94,0,0,0,0,1,0,1,62.0,,
FI,2016,1114213000.0,0.3203615029741761,51779000.0,22634.0,1.16,1,0,0,0,0,1,0,1,1.16,0.0,0.0,0.0,0.0,1.16,0.0,1.16,1,0,0,0,0,1,0,62.0,,
FI,2017,1167196000.0,-1.5637872534800357,41800000.0,24805.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,62.0,,
FI,2018,1350106000.0,-1.525071868073442,52000000.0,24962.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,62.0,,
FI,2019,1521749000.0,-1.6654151401723432,30488000.0,28195.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,62.0,,
FR,1998,4424528.0,-0.23487426160726482,0.0,638.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
FR,1999,8405124.0,-0.23487426160726482,0.0,866.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
FR,2000,19350354.0,-0.46974852321452965,0.0,1606.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
FR,2001,34205000.0,-0.7046227848217945,0.0,3521.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
FR,2002,12175372000.0,-0.7762499417197186,1297660000.0,483997.0,1904.71,0,1,0,0,0,1,0,1,0.0,1904.71,0.0,0.0,0.0,1904.71,0.0,1904.71,0,1,0,0,0,1,0,,,
FR,2003,11093450000.0,-1.8377013756534786,1454016000.0,200933.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
FR,2004,21570073000.0,-3.095316303157568,1730648000.0,556751.0,0.0,3,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,2,1,,,
