countrycode,closing_date,ebitda,r_d_expenses_operating_revenue,research_development_expenses,number_of_employees,Acquired stake (%)_0_10,Acquired stake (%)_10_20,Acquired stake (%)_20_30,Acquired stake (%)_30_40,Acquired stake (%)_40_50,Acquired stake (%)_0_25,Acquired stake (%)_25_50,Acquired stake (%)_0_50,Final stake (%)_0_10,Final stake (%)_10_20,Final stake (%)_20_30,Final stake (%)_30_40,Final stake (%)_40_50,Final stake (%)_0_25,Final stake (%)_25_50,Score-protecting minority investors,Reform,is_reform
CN,2015,201677312507.0,7905.42,16454831639.0,7292167.0,228,34,11,7,2,267,13,280,115,59,39,46,21,192,88,56.0,,
CN,2016,228461942582.0,8780.96,18972795755.0,7913690.0,248,57,14,6,4,313,16,329,119,75,54,50,31,223,106,56.0,,
CN,2017,279461193721.0,8903.53,23711360634.0,8218369.0,416,60,27,7,2,486,20,506,165,158,83,59,41,366,140,56.0,,
CN,2018,293340177417.0,9490.74,34212717049.0,8857715.0,421,44,18,5,2,473,17,490,176,118,93,49,54,340,150,56.0,,
CN,2019,310491947119.0,9513.67,39359475821.0,8819622.0,303,43,22,4,3,355,20,375,147,99,61,44,24,273,102,62.0,"China strengthened minority investor protections by increasing shareholders' rights and role in major corporate decisions, clarifying ownership and control structures, and requiring reimbursement of legal expenses incurred by shareholders.",True
CN,2020,10712515.0,2.98,1630858.0,603.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,China strengthened minority investors protections by by imposing liability on controlling shareholders for unfair related-party transactions and clarifying ownership and control structures. This reform applies to both Beijing and Shanghai.,True
DE,1995,175036174.0,0.0,0.0,11544.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,1996,1284250166.0,0.0,0.0,122640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,1997,1609909348.0,0.0,0.0,117846.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,1998,1800524585.0,20.68,1011466389.0,196881.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,1999,4725184599.0,131.96,1791742707.0,214289.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,2000,6489294275.0,84.23,2516576368.0,265510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,2001,7732701865.0,236.38,2762737316.0,355031.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,2002,43931455991.0,551.33,11861878515.0,1247581.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,2003,30474631503.0,447.33,12241458451.0,1287916.0,3,2,0,1,2,5,3,8,3,1,1,0,3,5,3,,,
DE,2004,35600714502.0,589.45,12503710668.0,1397418.0,2,1,0,0,0,3,0,3,1,0,2,0,0,2,1,,,
DE,2005,41477561979.0,471.16,12823822694.0,1455449.0,3,0,0,1,0,3,1,4,0,1,2,1,0,1,3,,,
DE,2006,63690045417.0,547.64,18980117527.0,1695099.0,14,1,0,0,0,9,0,9,1,5,3,0,0,8,1,50.0,,
DE,2007,72162651713.0,582.28,18764311243.0,1870768.0,38,4,1,1,1,34,3,37,17,7,5,5,3,26,11,50.0,,
DE,2008,84957373463.0,501.58,19587188388.0,2356781.0,37,3,0,1,0,32,1,33,15,4,7,4,3,22,11,50.0,,
DE,2009,57391213381.0,713.79,19273228959.0,2412286.0,20,5,2,1,0,21,2,23,6,8,7,1,1,16,7,50.0,,
DE,2010,80134226129.0,595.8,18316540462.0,2195755.0,8,2,1,0,0,10,0,10,7,2,1,0,0,10,0,50.0,,
DE,2011,90312569466.0,650.2,20003554262.0,2471925.0,6,3,1,1,0,8,2,10,1,3,4,2,0,5,5,50.0,,
DE,2012,99784263379.0,878.53,24188345155.0,2552940.0,7,0,0,0,0,5,0,5,4,0,0,1,0,4,1,50.0,,
DE,2013,91661328825.0,724.85,25409881979.0,2513562.0,3,0,0,1,0,3,1,4,1,1,1,1,0,2,2,50.0,,
DE,2014,94156208524.0,750.35,27622841059.0,2571937.0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,62.0,,
DE,2015,90668249691.0,707.69,31113690388.0,2653163.0,7,2,1,0,0,6,1,7,0,2,2,3,0,2,5,62.0,,
DE,2016,104094337728.0,831.93,32180978425.0,2725000.0,18,1,2,0,0,17,0,17,10,4,3,0,0,16,1,62.0,,
DE,2017,128982053490.0,702.0600000000001,32931861354.0,3064008.0,39,0,0,0,0,23,0,23,17,1,5,0,0,21,2,62.0,,
DE,2018,110781595085.0,872.13,38076594237.0,3246665.0,97,0,1,0,0,65,0,65,53,5,5,2,0,63,2,60.0,,
DE,2019,134748222117.0,920.87,39271461228.0,2918873.0,81,5,0,0,0,58,0,58,39,15,4,0,0,54,4,60.0,,
DE,2020,-259005000.0,83.78,1137977000.0,106475.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,,
ES,1992,54373565.0,0.0,0.0,324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1993,127432596.0,0.0,0.0,20340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1994,134554590.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1995,136177323.0,0.0,0.0,10095.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1996,210787398.0,0.0,0.0,4404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1997,324691524.0,0.0,0.0,39760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1998,413324752.0,0.0,0.0,311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1999,1766838082.0,0.0,0.0,12894.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,2000,2363650832.0,0.0,0.0,52805.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,2001,3739378681.0,50.95,102406000.0,107345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,2002,24102506000.0,63.739999999999995,228919000.0,385261.0,2,0,0,0,0,2,0,2,1,0,1,0,0,2,0,,,
ES,2003,31420520000.0,8.75,1908806000.0,347030.0,8,1,0,0,0,9,0,9,6,0,2,1,0,8,1,,,
ES,2004,47363544000.0,84.08,97351000.0,785941.0,26,2,0,0,0,28,0,28,18,6,1,3,0,25,3,,,
ES,2005,69037360000.0,63.04,775278000.0,973412.0,25,2,0,0,0,27,0,27,16,8,2,1,0,26,1,,,
ES,2006,108090304000.0,73.92,1632917000.0,1247243.0,28,2,0,0,0,30,0,30,25,3,0,2,0,28,2,53.333333333333,,
ES,2007,156316087000.0,76.21,1898446000.0,1362716.0,62,0,0,0,0,62,0,62,46,9,6,0,1,61,1,53.333333333333,,
ES,2008,96287034000.0,66.29,1808359000.0,1325122.0,24,0,0,0,0,24,0,24,15,4,2,1,2,21,3,53.333333333333,,
ES,2009,66951415000.0,73.21,1410197000.0,1016232.0,12,0,0,0,0,12,0,12,7,1,3,1,0,10,2,53.333333333333,,
ES,2010,75615909000.0,67.36,1603881000.0,1048530.0,15,2,0,0,0,17,0,17,10,4,3,0,0,15,2,53.333333333333,,
ES,2011,84665696000.0,54.28,1870365000.0,1116515.0,11,0,0,0,0,11,0,11,9,2,0,0,0,11,0,53.333333333333,,
ES,2012,66707441000.0,48.54,1812682000.0,833126.0,4,0,0,0,0,4,0,4,4,0,0,0,0,4,0,53.333333333333,,
ES,2013,62294847000.0,76.41,1829638000.0,838313.0,2,0,0,0,0,2,0,2,1,1,0,0,0,2,0,53.333333333333,,
ES,2014,51674370000.0,67.52,1931208000.0,864837.0,1,0,1,0,0,2,0,2,1,0,1,0,0,2,0,68.0,,
ES,2015,49121887000.0,68.32000000000001,2654366000.0,835182.0,8,0,0,0,0,8,0,8,6,0,1,0,1,6,2,68.0,,
ES,2016,51935402000.0,143.22,1517069000.0,827493.0,7,1,0,0,0,8,0,8,5,2,0,1,0,7,1,70.0,Spain strengthened minority investor protections by requiring that major sales of company assets be subject to shareholder approval.,True
ES,2017,54522687000.0,124.39,1645034000.0,896707.0,11,0,1,0,0,12,0,12,8,3,1,0,0,12,0,70.0,,
ES,2018,53019381000.0,103.52999999999999,1405736000.0,895492.0,14,1,0,0,0,15,0,15,10,5,0,0,0,15,0,70.0,,
ES,2019,55051462000.0,60.28999999999999,1338847000.0,808904.0,7,1,1,0,0,8,1,9,6,1,2,0,0,7,2,70.0,,
ES,2020,11711000.0,0.0,0.0,1209.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,Spain strengthened minority investor protections by clarifying ownership and control structures.,True
FI,1998,40522000.0,0.0,0.0,3687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FI,1999,52028000.0,0.0,0.0,3594.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FI,2000,72977388.0,0.0,0.0,5337.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FI,2001,97727000.0,5.15,3500000.0,6010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FI,2002,15256376000.0,176.79,3214275000.0,291959.0,2,0,0,0,0,2,0,2,1,1,0,0,0,2,0,,,
FI,2003,14331651000.0,146.84,3872618000.0,286600.0,2,0,0,0,0,2,0,2,1,1,0,0,0,2,0,,,
FI,2004,16829194000.0,154.19,4389133000.0,383245.0,11,0,0,0,0,11,0,11,7,4,0,0,0,11,0,,,
FI,2005,16985822000.0,213.15,4612647000.0,484414.0,14,1,0,0,0,14,0,14,8,5,0,1,0,13,1,,,
FI,2006,20365016000.0,188.84,4401549000.0,475241.0,32,2,0,0,0,34,0,34,24,9,1,0,0,34,0,56.666666666667,,
FI,2007,24320294000.0,183.51999999999998,6153689000.0,541010.0,26,1,0,0,0,27,0,27,12,12,3,0,0,25,2,56.666666666667,,
FI,2008,20207209000.0,217.51000000000002,6248980000.0,563033.0,19,2,0,0,0,21,0,21,14,4,3,0,0,20,1,56.666666666667,,
FI,2009,13780967000.0,221.03,5971518000.0,529292.0,16,0,1,0,0,16,1,17,11,3,2,0,1,16,1,56.666666666667,,
FI,2010,17324364605.0,203.47,6110128000.0,560309.0,16,1,0,0,0,17,0,17,14,2,1,0,0,17,0,56.666666666667,,
FI,2011,16358240500.0,177.54,6168971000.0,587720.0,11,1,0,0,0,12,0,12,5,6,1,0,0,12,0,56.666666666667,,
FI,2012,12555543422.0,180.8,9698076000.0,575464.0,7,2,0,0,0,9,0,9,5,3,0,1,0,8,1,56.666666666667,,
FI,2013,16725907000.0,180.11,4803963000.0,559262.0,16,2,0,0,0,18,0,18,9,7,0,1,1,16,2,56.666666666667,,
FI,2014,16224580000.0,194.21,4233313000.0,565595.0,20,1,0,0,0,21,0,21,17,3,1,0,0,20,1,62.0,,
FI,2015,56502004000.0,234.59,6745825000.0,1391048.0,79,0,0,0,0,79,0,79,70,6,2,0,1,77,2,62.0,,
FI,2016,16539507000.0,212.32,6224067000.0,525261.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,62.0,,
FI,2017,17997349000.0,170.76,6230106000.0,523499.0,4,0,0,1,0,4,1,5,2,2,0,1,0,4,1,62.0,,
FI,2018,20416877000.0,215.95000000000002,6107635000.0,578415.0,13,2,0,0,0,15,0,15,7,6,2,0,0,14,1,62.0,,
FI,2019,20935246000.0,141.58,5799719000.0,522436.0,5,2,0,0,0,7,0,7,2,2,2,1,0,5,2,62.0,,
FR,1994,30709178.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,1995,109807960.0,0.0,0.0,29010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,1996,196687283.0,0.0,0.0,33146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,1997,339329712.0,0.0,0.0,39292.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,1998,9773038600.0,14.240000000000002,1276910000.0,329087.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,1999,7983987250.0,30.58,1486151247.0,522242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,2000,12423574296.0,35.18,3494374580.0,350943.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,2001,15521073101.0,95.62,3705413000.0,398117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,2002,51658236000.0,217.99,9662348000.0,1701651.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,2003,53464032000.0,379.25,9178662000.0,1553072.0,12,0,0,0,1,12,1,13,9,3,0,0,1,12,1,,,
FR,2004,94874130000.0,367.03,6510579000.0,4447597.0,52,0,0,0,1,52,1,53,42,8,2,0,1,50,3,,,
FR,2005,97471184000.0,344.99,6853224000.0,4419975.0,90,3,0,0,0,93,0,93,70,15,6,0,2,91,2,,,
FR,2006,96940407000.0,352.83,8472660000.0,3881306.0,63,2,1,0,0,65,0,65,40,15,10,0,0,61,4,53.333333333333,,
FR,2007,130357125000.0,420.73,11181915000.0,5242602.0,57,1,0,0,0,58,0,58,38,16,3,1,0,55,3,53.333333333333,,
FR,2008,103140009000.0,464.14,9543482000.0,4233338.0,40,0,2,0,0,41,1,42,25,6,7,2,2,36,6,53.333333333333,,
FR,2009,78231174058.0,538.96,8524993468.0,3680697.0,15,2,1,0,0,17,1,18,13,4,0,1,0,17,1,53.333333333333,,
FR,2010,85416434279.0,653.42,8776147041.0,3841034.0,15,3,0,0,0,18,0,18,9,6,3,0,0,17,1,53.333333333333,,
FR,2011,93053943402.0,577.98,8542969450.0,4024895.0,9,0,0,0,0,9,0,9,4,2,1,2,0,7,2,53.333333333333,,
FR,2012,79626002267.0,499.85,7704213644.0,4096609.0,3,0,0,0,0,3,0,3,1,0,2,0,0,2,1,53.333333333333,,
FR,2013,83184023995.0,562.53,8615389892.0,4297645.0,5,0,0,0,0,5,0,5,3,1,0,0,1,4,1,53.333333333333,,
FR,2014,92437219393.0,633.07,10145355055.0,3993803.0,10,0,0,0,0,10,0,10,10,0,0,0,0,10,0,68.0,,
FR,2015,122085576234.0,724.15,39998000880.0,5540534.0,40,0,0,0,0,40,0,40,35,3,2,0,0,38,2,68.0,,
FR,2016,87547997079.0,538.66,6465414943.0,3483389.0,37,4,2,0,0,42,1,43,31,6,6,0,0,41,2,68.0,,
FR,2017,110091055883.0,517.72,6842827852.0,4257781.0,32,1,0,0,0,33,0,33,28,4,1,0,0,32,1,68.0,,
FR,2018,5254215000.0,96.1,1434286000.0,118119.0,6,0,0,0,0,6,0,6,1,5,0,0,0,6,0,68.0,,
GB,1989,6112127.0,1.81,711936.0,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1990,28817325.0,1.96,919524.0,1577.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1991,33811600.0,1.82,680667.0,1544.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1992,12860685.0,0.0,0.0,1464.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1993,2029333099.0,0.0,0.0,93963.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1994,2301954634.0,0.25,455686.0,101765.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1995,1663303342.0,0.54,2084562.0,118597.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1996,2347256950.0,80.79,90523888.0,174056.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1997,5985390645.0,136.49,439567159.0,323806.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1998,6514089329.0,41.94,422769561.0,375967.0,1,2,0,0,0,3,0,3,1,0,2,0,0,2,1,,,
GB,1999,9066141628.0,261.84000000000003,454193686.0,434826.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,2000,13284632669.0,252.06,424591790.0,529795.0,2,1,0,0,0,3,0,3,1,2,0,0,0,3,0,,,
GB,2001,11255825662.0,407.44,464932897.0,591394.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,2002,50097680312.0,1076.78,5263995340.0,1350260.0,8,2,0,0,0,10,0,10,3,3,4,0,0,9,1,,,
GB,2003,71267900979.0,1940.58,5669648586.0,1813832.0,26,5,1,0,0,32,0,32,8,17,6,0,1,27,5,,,
GB,2004,119484624154.0,1716.28,4848028155.0,3681243.0,70,2,0,0,0,72,0,72,56,10,6,0,0,68,4,,,
GB,2005,178688958932.0,2208.23,9230435538.0,5322224.0,110,5,2,0,0,96,2,98,55,26,16,0,1,86,12,,,
GB,2006,212513942932.0,2845.04,10815270698.0,5976756.0,139,3,0,0,0,116,0,116,81,26,9,0,0,112,4,80.0,,
GB,2007,221224968924.0,2552.31,9736125142.0,5784462.0,11,3,1,0,0,13,0,13,5,1,4,1,2,7,6,80.0,,
