countrycode,closing_date,ebitda,r_d_expenses_operating_revenue,research_development_expenses,number_of_employees,Acquired stake (%)_0_10,Acquired stake (%)_10_20,Acquired stake (%)_20_30,Acquired stake (%)_30_40,Acquired stake (%)_40_50,Acquired stake (%)_0_25,Acquired stake (%)_25_50,Acquired stake (%)_0_50,Final stake (%)_0_10,Final stake (%)_10_20,Final stake (%)_20_30,Final stake (%)_30_40,Final stake (%)_40_50,Final stake (%)_0_25,Final stake (%)_25_50,Score-protecting minority investors,Reform,is_reform
AU,2019,33132456899.0,-26.460365303337866,47848019.0,89675.0,5,3,1,0,0,9,0,9,2,6,1,0,0,9,0,64.0,,
AU,2020,28746212564.0,-18.652888488743088,3183239.0,19117.0,3,2,0,0,0,5,0,5,1,4,0,0,0,5,0,64.0,,
BG,2004,14875000.0,-0.3116019634947165,0.0,1635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
BG,2005,43780000.0,-0.623203926989433,0.0,3536.0,2,0,0,0,0,2,0,2,2,0,0,0,0,2,0,,,
BG,2006,19002000.0,-0.3116019634947165,0.0,1834.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,63.333333333333,,
BG,2007,112460000.0,-1.8696117809682993,0.0,9215.0,3,2,0,0,0,5,0,5,1,1,0,1,2,2,3,63.333333333333,,
BG,2008,30884000.0,-0.623203926989433,0.0,0.0,1,0,1,0,0,2,0,2,1,0,1,0,0,1,1,63.333333333333,,
BG,2009,40443000.0,-0.623203926989433,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.333333333333,,
BG,2010,40295009.0,-0.623203926989433,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.333333333333,,
BG,2011,35214706.0,-0.623203926989433,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.333333333333,,
BG,2012,35620620.0,-0.9348058904841496,0.0,3977.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.333333333333,,
BG,2013,46458177.0,-1.246407853978866,0.0,4157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.333333333333,,
BG,2014,54171035.0,-1.246407853978866,0.0,4188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,,
BG,2015,73465721.0,-1.246407853978866,0.0,5746.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,,
BG,2016,75156384.0,-1.8696117809682993,0.0,5998.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,,
BG,2017,80849555.0,-2.1812137444630157,0.0,6745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,,
BG,2018,78885317.0,-1.8696117809682993,0.0,7033.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,,
BG,2019,183944576.0,-1.246407853978866,0.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,,
CA,1992,12396000.0,-0.24674348032868926,259000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CA,1993,12986000.0,-0.273449914573524,178000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CA,1994,22929319.0,-0.3116019634947165,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CA,1995,22379823.0,-0.3116019634947165,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CA,1996,637867287.0,-0.40640001292563344,74135611.0,33300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CA,1997,585742277.0,-0.24234620256450567,62046341.0,21000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CA,1998,333127353.0,-0.9640826919620415,51081523.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CA,1999,827560531.0,-1.4530916829403033,24828601.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CA,2000,1042895501.0,-1.428292851141528,34417616.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CA,2001,654917127.0,-2.0667575976994383,26361630.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CA,2002,2514747270.0,-2.1819572011649466,50039673.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CA,2003,4256692685.0,-5.497110947204244,155248645.0,0.0,3,1,1,1,0,5,1,6,2,0,2,1,1,4,2,,,
CA,2004,4992323568.0,-6.171399451195089,145787123.0,241.0,3,0,0,1,1,3,2,5,0,1,0,2,2,1,4,,,
CA,2005,7188946551.0,18.98664368031131,210152894.0,259.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CA,2006,6922381862.0,0.35783957017740764,6099195.0,365.0,13,2,1,0,0,16,0,16,2,13,1,0,0,16,0,83.333333333333,,
CA,2007,10906737251.0,-14.171348270076962,8468437.0,0.0,47,4,0,0,0,51,0,51,8,40,2,1,0,50,1,83.333333333333,,
CA,2008,7250335958.0,3.8160000372237755,35901699.0,0.0,23,2,0,0,0,25,0,25,2,15,5,2,1,20,5,83.333333333333,,
CA,2009,4226227384.0,0.7237592426935922,24846861.0,6249.0,3,1,1,0,0,5,0,5,0,2,0,3,0,2,3,83.333333333333,,
CA,2010,11180617906.0,-10.648784467841828,15777982.0,10320.0,3,1,0,0,1,4,1,5,0,2,1,0,2,3,2,83.333333333333,,
CA,2011,14350471776.0,2.1492396508572646,15376520.0,4900.0,3,1,0,0,0,4,0,4,0,0,1,0,3,0,4,83.333333333333,,
CA,2012,13839821917.0,-11.698046505089556,17628466.0,5680.0,4,2,0,0,0,6,0,6,1,1,0,1,3,2,4,83.333333333333,,
CA,2013,11015677313.0,-11.362809855540192,11981232.0,6280.0,1,2,1,0,0,3,1,4,0,0,2,2,0,1,3,86.666666666667,,
CA,2014,10562271251.0,2.9206544957672835,7895264.0,700.0,2,0,1,1,0,3,1,4,1,0,2,1,0,3,1,82.0,,
CA,2015,11178969025.0,-11.162511598703933,11111093.0,10112.0,5,1,0,0,0,6,0,6,3,2,0,0,1,5,1,82.0,,
