countrycode,closing_date,ebitda,r_d_expenses_operating_revenue,research_development_expenses,number_of_employees,Acquired stake (%)_0_10,Acquired stake (%)_10_20,Acquired stake (%)_20_30,Acquired stake (%)_30_40,Acquired stake (%)_40_50,Acquired stake (%)_0_25,Acquired stake (%)_25_50,Acquired stake (%)_0_50,Final stake (%)_0_10,Final stake (%)_10_20,Final stake (%)_20_30,Final stake (%)_30_40,Final stake (%)_40_50,Final stake (%)_0_25,Final stake (%)_25_50,Score-protecting minority investors,Reform,is_reform
CA,2016,12500079358.0,-8.830095880045075,8600384.0,19811.0,2,1,0,0,0,3,0,3,0,2,0,1,0,2,1,82.0,,
CA,2017,12041121677.0,-10.37906906624549,8913449.0,16047.0,2,1,0,0,0,3,0,3,1,2,0,0,0,3,0,82.0,,
CA,2018,11806478924.0,-8.35319526853017,11647182.0,31151.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,82.0,,
CA,2019,15148046502.0,-7.172890735376392,21679909.0,20809.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,82.0,,
CA,2020,-270696593.0,3.4399892831175682,24637911.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,,
CN,2001,45971919.0,-0.623203926989433,0.0,9213.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CN,2002,20389512603.0,-1.635299447762698,417115000.0,898524.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CN,2003,22549978879.0,-11.855132670453443,469264000.0,967517.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,,,
CN,2004,55565844713.0,-75.1727000677288,790475204.0,2312138.0,4,1,5,1,1,7,5,12,2,1,7,1,1,5,7,,,
CN,2005,76873881613.0,-78.51257195365194,1106442942.0,2442416.0,3,0,3,1,1,4,4,8,1,0,4,1,2,2,6,,,
CN,2006,77907737261.0,-94.53083661810942,1325286493.0,2608240.0,2,2,2,2,1,5,4,9,1,1,3,3,1,2,7,43.333333333333,,
CN,2007,59159706629.0,-113.47634896726909,1177104242.0,2865042.0,6,2,3,2,1,9,5,14,4,1,5,3,1,8,6,50.0,,
CN,2008,62542100179.0,-107.67346855933557,2064788555.0,3236072.0,7,4,7,3,7,14,14,28,4,4,9,4,7,13,15,50.0,,
CN,2009,91476418745.0,-91.2426086971695,3609731281.0,4200185.0,5,4,6,3,3,13,8,21,5,3,6,3,4,12,9,50.0,,
CN,2010,100606299822.0,-30.663200585313717,4158425298.0,3727888.0,9,11,1,6,2,20,8,28,3,11,6,6,2,18,10,50.0,,
CN,2011,115810305415.0,2.301512441638132,5535936376.0,3992157.0,3,2,0,1,3,5,4,9,1,2,0,2,4,3,6,50.0,,
CN,2012,113353161694.0,52.863633187212756,6274625990.0,4364179.0,5,1,6,2,0,10,4,14,3,1,7,2,1,8,6,50.0,,
CN,2013,121617021174.0,144.8367485180192,7357646503.0,4636199.0,3,4,5,1,3,8,8,16,3,4,4,1,4,8,8,50.0,,
CN,2014,145659262540.0,231.21481964155285,9490026175.0,4740991.0,6,10,7,6,4,18,15,33,6,8,8,6,5,16,17,52.0,,
CN,2015,150280232577.0,306.47465202679393,12605117156.0,5104848.0,15,9,12,8,7,30,21,51,12,11,10,10,8,28,23,56.0,,
CN,2016,169439067751.0,343.1661574685593,13903775507.0,5431722.0,41,34,22,17,10,86,38,124,34,34,24,19,13,80,44,56.0,,
CN,2017,193232002150.0,351.54294119016424,17383514395.0,5738204.0,54,42,32,22,16,111,55,166,38,42,34,28,24,97,69,56.0,,
CN,2018,205512199097.0,428.17039214891247,24396336434.0,6105909.0,36,31,8,12,12,71,28,99,24,30,15,14,16,62,37,56.0,,
CN,2019,224311484452.0,456.12323424772615,27025980758.0,6435555.0,45,20,23,15,12,76,39,115,30,21,23,20,21,61,54,62.0,"China strengthened minority investor protections by increasing shareholders' rights and role in major corporate decisions, clarifying ownership and control structures, and requiring reimbursement of legal expenses incurred by shareholders.",True
DE,1996,306621741.0,-0.3116019634947165,0.0,1569.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,1997,307286421.0,-0.3116019634947165,0.0,1571.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,1998,335693798.0,-0.623203926989433,0.0,9367.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,1999,88083438.0,6.394784780148995,2080958.0,13670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,2000,1638636993.0,4.197146070373374,556857794.0,24837.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,2001,1818350882.0,1.570377502149269,581270434.0,52142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DE,2002,75094995000.0,13.201709610029333,23509912000.0,1966555.0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,,,
DE,2003,71469765000.0,16.69436830493464,25814213000.0,2040298.0,3,1,0,1,0,2,1,3,1,1,0,0,1,2,1,,,
DE,2004,83744073800.0,19.14274431322847,24423444000.0,1946769.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,,,
DE,2005,101529311249.0,16.269733645632805,28025867474.0,2212934.0,1,1,1,0,0,2,1,3,0,2,1,0,0,2,1,,,
DE,2006,119303172548.0,17.091086151267643,31366200107.0,2485048.0,4,5,3,2,2,9,7,16,0,7,5,2,2,8,8,50.0,,
DE,2007,117565412974.0,18.930095601184053,30764963761.0,2207044.0,7,2,2,0,2,8,3,11,4,1,4,0,2,6,5,50.0,,
DE,2008,126427184000.0,19.783796656486967,32114349000.0,2544571.0,6,1,2,0,1,8,2,10,2,1,5,0,2,6,4,50.0,,
DE,2009,95808375000.0,21.159339403925824,33839586000.0,2771315.0,1,0,1,2,2,1,5,6,0,0,2,1,3,0,6,50.0,,
DE,2010,154490773000.0,19.31767889486142,42153405000.0,3055578.0,0,0,1,2,0,1,2,3,0,0,1,2,0,1,2,50.0,,
DE,2011,159082559000.0,20.331278558506078,42887055000.0,3094357.0,1,2,2,1,0,4,2,6,1,2,2,1,0,4,2,50.0,,
DE,2012,159195604000.0,22.360385488241455,46397800000.0,3092309.0,4,0,1,1,0,3,2,5,2,0,2,0,1,2,3,50.0,,
DE,2013,160938955000.0,25.3915657750302,49223341000.0,3137669.0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,50.0,,
DE,2014,168705246000.0,26.53114789202973,52559131000.0,3208850.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,,
DE,2015,174516848576.0,23.637234289442343,57212750805.0,3395476.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,62.0,,
DE,2016,179928422395.0,23.801870172675535,60291385523.0,3463455.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,62.0,,
DE,2017,222211302000.0,27.171698854331094,65281521000.0,3570054.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,62.0,,
DE,2018,198188334117.0,29.213657620231757,74665842000.0,3752744.0,4,0,0,0,0,2,0,2,2,0,0,0,0,2,0,60.0,,
DE,2019,202513653000.0,23.902229645614767,65686006000.0,3281222.0,2,0,1,0,0,2,1,3,1,1,1,0,0,2,1,60.0,,
DE,2020,-739489000.0,-0.8165345388284528,5444000.0,49274.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,,
ES,1991,92996665.0,-0.623203926989433,0.0,2595.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1992,61802303.0,-0.623203926989433,0.0,2687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1993,61464793.0,-0.623203926989433,0.0,3295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1994,78854014.0,-0.623203926989433,0.0,1326.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1995,84639999.0,-0.623203926989433,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1996,68562620.0,-0.623203926989433,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1997,93000427.0,-0.623203926989433,0.0,2742.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1998,4366665.0,-0.3116019634947165,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,1999,891801485.0,-0.623203926989433,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,2000,1165902227.0,-1.246407853978866,0.0,19951.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,2001,2070358337.0,-1.246407853978866,0.0,37356.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,,,
ES,2002,20590026000.0,-1.804753297802272,100400000.0,218779.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ES,2003,26244227000.0,-0.6086865641228869,1901000000.0,214170.0,2,0,0,0,1,2,1,3,1,0,1,0,1,2,1,,,
ES,2004,33387552000.0,-6.379587423027919,15220000.0,730952.0,4,1,0,0,0,5,0,5,0,3,0,0,2,3,2,,,
ES,2005,46668534000.0,-5.506568267519609,740591000.0,782309.0,4,0,0,0,0,4,0,4,1,1,1,1,0,3,1,,,
ES,2006,48362008000.0,-5.3971721633072125,784304000.0,634596.0,4,1,0,0,0,5,0,5,3,1,0,1,0,4,1,53.333333333333,,
ES,2007,51468142000.0,-4.672865306676619,868538000.0,684038.0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,53.333333333333,,
ES,2008,53499336000.0,-4.869348358620761,951779000.0,699917.0,2,0,0,0,1,2,1,3,1,0,0,0,2,1,2,53.333333333333,,
ES,2009,48384393000.0,-4.762522621641422,975424000.0,699668.0,2,0,0,0,0,2,0,2,2,0,0,0,0,2,0,53.333333333333,,
ES,2010,73199224000.0,-5.142798273194285,1212459000.0,807396.0,3,1,0,0,1,4,1,5,2,2,0,0,1,4,1,53.333333333333,,
ES,2011,48670926000.0,-4.289356523103701,1230637000.0,739148.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,53.333333333333,,
ES,2012,48529951000.0,-4.104319085835917,1354006000.0,563047.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,53.333333333333,,
ES,2013,44595816000.0,-3.7577982054400634,1317732000.0,549113.0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,53.333333333333,,
ES,2014,32621433000.0,-4.307187709905236,1416614000.0,558024.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,,
ES,2015,46073034000.0,-5.149765918191526,2143890000.0,708274.0,3,0,0,1,0,3,1,4,2,0,0,1,1,2,2,68.0,,
ES,2016,33684253000.0,-5.774214682840021,1001396000.0,533167.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,70.0,Spain strengthened minority investor protections by requiring that major sales of company assets be subject to shareholder approval.,True
ES,2017,35975001000.0,-5.5560852392022255,951311000.0,548319.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,70.0,,
ES,2018,36580054000.0,-5.517933190281033,1032027000.0,563819.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,,
ES,2019,37272248000.0,-5.24257567326145,958012000.0,521915.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,,
ES,2020,0.0,-0.3116019634947165,0.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,Spain strengthened minority investor protections by clarifying ownership and control structures.,True
FI,1997,72598318.0,-0.3116019634947165,0.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FI,1998,67263229.0,-0.3116019634947165,0.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FI,2000,4492300.0,-0.3116019634947165,0.0,387.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FI,2001,-26226000.0,-0.3116019634947165,0.0,548.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FI,2002,4295363000.0,-0.9037021784751312,185800000.0,79766.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FI,2003,4159282000.0,-1.4639552247445966,180100000.0,83325.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FI,2004,4466282000.0,-1.8448936410844574,136000000.0,75966.0,2,0,1,0,0,3,0,3,0,1,2,0,0,3,0,,,
FI,2005,3778852000.0,-1.5199384604673234,144823000.0,77303.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,,,
FI,2006,4962566000.0,-2.364424271199673,120849000.0,72214.0,1,1,1,1,0,2,2,4,0,1,1,2,0,1,3,56.666666666667,,
FI,2007,5202457000.0,-1.942181365833498,138157000.0,67129.0,1,1,0,0,0,2,0,2,1,1,0,0,0,2,0,56.666666666667,,
FI,2008,3428831000.0,-1.3825910843510305,138241000.0,64749.0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,56.666666666667,,
FI,2009,3087907000.0,-1.481786411546131,134315000.0,56431.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.666666666667,,
FI,2010,4101564000.0,-1.5644760815136927,143184000.0,57659.0,0,0,1,1,0,1,1,2,0,0,1,1,0,1,1,56.666666666667,,
FI,2011,4630695000.0,-1.4856016164382502,137273000.0,54600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.666666666667,,
FI,2012,3817534000.0,-1.5447372922660985,135342000.0,63732.0,1,1,0,0,1,2,1,3,1,1,0,0,1,2,1,56.666666666667,,
FI,2013,3509679000.0,-1.2814881547098702,172315000.0,59167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.666666666667,,
FI,2014,3448402000.0,-1.5390144849279197,145600000.0,55624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,,
FI,2015,4154918000.0,-1.7565618556936502,207181000.0,84313.0,4,0,0,0,0,4,0,4,4,0,0,0,0,4,0,62.0,,
FI,2016,3000778000.0,-1.0309294694890618,174490000.0,55947.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,,
FI,2017,3973205000.0,-1.0919727477629697,175955000.0,55994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,,
FI,2018,4176764000.0,-1.1224943868999238,196945000.0,55511.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,,
FI,2019,3653390000.0,-1.0519130963957177,205956000.0,53620.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,,
FR,1989,47433749.0,-0.3116019634947165,0.0,1111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,1990,32441761.0,-0.3116019634947165,0.0,1131.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,1991,38073075.0,-0.3116019634947165,0.0,1269.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,1992,28728255.0,-0.3116019634947165,0.0,1176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,1993,31756045.0,-0.3116019634947165,0.0,1198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,1994,45826937.0,-0.3116019634947165,0.0,1232.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,1995,37534320.0,-0.3116019634947165,0.0,1160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,1998,738000000.0,-0.2181294436377949,24000000.0,12301.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,1999,706179347.0,-0.8642245999799434,28000000.0,17819.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,2000,1408431362.0,-1.504596948983913,34000000.0,26488.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,2001,2719806000.0,-1.504596948983913,42000000.0,32193.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,2002,32215832000.0,-0.45557698748098596,1570300000.0,829407.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,,,
FR,2003,36770440000.0,-3.3178854971022207,1254559000.0,588166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
FR,2004,49716923000.0,-7.967859574426125,1846790000.0,963275.0,2,1,0,0,0,3,0,3,1,1,0,1,0,2,1,,,
FR,2005,54691412000.0,-7.435719183890423,2012984000.0,1179301.0,6,0,1,1,0,7,1,8,0,0,5,1,2,4,4,,,
FR,2006,70259932000.0,-9.50819958892804,2593847000.0,1591879.0,8,1,1,2,1,10,3,13,1,1,8,2,1,7,6,53.333333333333,,
FR,2007,57441798000.0,-8.280787067494837,2218868000.0,1152703.0,3,1,2,1,2,6,3,9,0,1,3,3,2,3,6,53.333333333333,,
FR,2008,61888034000.0,-8.447491937003955,2386956000.0,1390333.0,9,0,3,0,0,11,1,12,3,2,5,1,1,8,4,53.333333333333,,
FR,2009,55389048000.0,-4.913868750199598,2819514000.0,1138512.0,1,1,1,0,0,2,1,3,1,0,0,1,1,1,2,53.333333333333,,
FR,2010,57412190000.0,-4.963466413797148,3141902000.0,1177102.0,0,2,0,2,1,2,3,5,0,2,0,2,1,2,3,53.333333333333,,
FR,2011,59846112000.0,-4.581945924585224,3103654000.0,1320222.0,1,0,0,1,3,1,4,5,0,0,0,2,3,0,5,53.333333333333,,
FR,2012,52776896000.0,-7.958984326982824,2461135000.0,1436753.0,0,0,2,2,1,1,4,5,0,0,2,2,1,1,4,53.333333333333,,
FR,2013,51472641000.0,-7.641740248064862,2329830000.0,1517894.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,53.333333333333,,
FR,2014,49512538000.0,-5.521650473790688,2346821000.0,991028.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,,
FR,2015,55194538000.0,-7.417225232301891,2454684000.0,1353323.0,4,0,0,0,0,4,0,4,2,0,2,0,0,2,2,68.0,,
FR,2016,58253036000.0,-4.947542829441675,2134170000.0,1116742.0,4,0,0,0,1,4,1,5,0,0,4,0,1,3,2,68.0,,
FR,2017,50912628000.0,-4.612888252764376,1916115000.0,1291434.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,,
GB,1990,237276205.0,-0.3116019634947165,0.0,4243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1991,142307767.0,-0.3116019634947165,0.0,3873.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1992,172099926.0,-0.623203926989433,0.0,3785.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1993,194374090.0,-0.6524807284673251,2602.0,3408.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1994,753240524.0,-1.6025474385199516,27264731.0,17535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1995,745890169.0,-1.3653419704215604,22206760.0,14848.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1996,796199551.0,-2.05721958546914,14957957.0,17598.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,1997,902137464.0,-2.6384562586452613,16320666.0,21168.0,2,0,0,1,0,2,1,3,1,1,0,1,0,2,1,,,
GB,1998,2871471436.0,0.6616152811229562,62753948.0,47608.0,0,1,1,0,0,1,1,2,0,0,2,0,0,0,2,,,
GB,1999,2591195389.0,-0.21845221129752773,81465549.0,40291.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,2000,2138501738.0,15.008531894107529,90363171.0,47574.0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,,,
GB,2001,1939643564.0,0.95588743877327,71706122.0,59922.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
GB,2002,27625103237.0,23.28089886213633,3695433239.0,263952.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,,,
GB,2003,44783438088.0,37.46526580763117,3711210667.0,350044.0,4,2,0,1,0,6,1,7,1,3,2,1,0,5,2,,,
GB,2004,57755919385.0,15.86658399419476,3532984936.0,476182.0,2,3,2,0,0,6,1,7,1,2,2,1,1,4,3,,,
GB,2005,82847750912.0,29.474272928107528,4288319527.0,966860.0,5,1,1,0,0,7,0,7,2,3,1,0,1,5,2,,,
GB,2006,116757135547.0,18.76766108454431,4658436988.0,1124688.0,9,3,0,1,0,11,1,12,3,6,1,1,1,10,2,80.0,,
GB,2007,178873143054.0,17.21105748855966,5918031918.0,1429557.0,3,1,2,1,3,6,4,10,2,1,3,1,3,5,5,80.0,,
GB,2008,222815144525.0,29.23144257405342,6046910069.0,1656974.0,7,2,3,0,0,9,1,10,2,3,5,0,0,9,1,80.0,,
GB,2009,170576348627.0,18.99291955700922,5264224949.0,1496817.0,6,1,1,0,0,7,0,7,2,3,1,0,1,6,1,80.0,,
GB,2010,155275984110.0,33.01943965097071,9478820552.0,1566611.0,2,0,1,0,0,2,1,3,1,1,1,0,0,2,1,80.0,,
GB,2011,246007802844.0,28.185655744570546,9060691840.0,1611003.0,4,0,1,1,1,5,2,7,1,2,2,1,1,5,2,80.0,,
GB,2012,213645393436.0,9.170835946078075,8409417849.0,1664360.0,2,3,1,2,0,5,3,8,2,1,1,2,2,3,5,80.0,,
GB,2013,187983422453.0,27.200249428574587,6390392840.0,1784170.0,2,1,4,0,0,6,1,7,0,2,4,0,1,4,3,80.0,,
GB,2014,177643142176.0,51.55543400603469,7316722759.0,1801089.0,3,0,0,0,0,3,0,3,2,0,0,1,0,2,1,84.0,,
GB,2015,143070113449.0,19.804797512861153,7225083136.0,1775384.0,2,1,4,0,0,5,2,7,1,1,4,0,1,4,3,84.0,,
GB,2016,81345265294.0,21.653344975007865,6610967658.0,1467667.0,1,1,1,0,1,3,1,4,1,1,1,0,1,3,1,84.0,,
GB,2017,98346822898.0,20.293708582456947,5600270145.0,1409267.0,1,1,1,0,1,2,2,4,1,1,1,0,1,2,2,84.0,,
GB,2018,22929700876.0,-1.5580098174735826,0.0,627159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,,
ID,2002,63540000.0,-0.53736181691675,1218000.0,8167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ID,2003,57372000.0,-0.7287848263097101,2907000.0,7607.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ID,2004,484004000.0,-7.01423696469371,1619000.0,72965.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ID,2005,933282966.0,-7.538245564488043,6600000.0,88768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ID,2006,954587198.0,-7.9318744331633235,4479000.0,95840.0,0,0,1,0,1,1,1,2,0,0,1,0,1,1,1,56.666666666667,,
ID,2007,1021220855.0,-8.53600233569216,4992000.0,102744.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.666666666667,,
ID,2008,1583043838.0,-9.178282287142189,3908193.0,105062.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,56.666666666667,Indonesia strengthened investor protections by expanding the already extensive disclosure requirements for companies listed on the stock exchange.,True
ID,2009,2175944713.0,-9.278803143911285,24327491.0,128357.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.666666666667,,
ID,2010,3012627739.0,-10.253668685762687,29035575.0,104304.0,1,1,1,0,0,3,0,3,1,0,1,1,0,2,1,60.0,Indonesia strengthened investor protections by increasing disclosure requirements for related-party transactions.,True
ID,2011,3589401881.0,-10.873057407860001,31957336.0,117495.0,0,1,3,2,1,3,4,7,0,1,3,2,1,3,4,60.0,,
ID,2012,3399492006.0,-10.595792288394357,34615174.0,111272.0,3,2,3,0,2,6,4,10,2,0,6,0,2,3,7,60.0,,
ID,2013,2958121203.0,-11.479092912834897,32465547.0,120378.0,0,1,1,3,0,2,3,5,0,1,0,3,1,1,4,60.0,,
ID,2014,2945176391.0,-11.505799347079732,38182881.0,132775.0,2,0,0,0,1,2,1,3,0,0,1,0,2,0,3,60.0,,
ID,2015,2844319852.0,-11.184659371354718,39910096.0,133830.0,1,0,1,1,0,1,2,3,0,1,0,2,0,1,2,60.0,,
ID,2016,4309697668.0,-11.196104986031076,40999210.0,132314.0,3,0,0,1,0,3,1,4,2,1,0,1,0,3,1,64.0,,
ID,2017,4088222269.0,-11.182751768908657,37486145.0,144338.0,4,0,2,0,0,5,1,6,1,3,2,0,0,5,1,64.0,,
IN,1987,5437334.0,-0.29061833658806063,40156.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IN,1988,4678156.0,-0.27535751701958366,65441.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IN,1991,5649618.0,-0.2639119023432259,93262.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IN,1992,7494138.0,-0.2639119023432259,79462.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IN,1993,7139417.0,-0.26009669745110664,75298.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IN,1994,8349229.0,-0.2639119023432259,77986.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IN,1995,8880398.0,-0.28108032435776253,56192.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IN,2002,211439567.0,-0.3154978603017691,34052000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IN,2003,1917779224.0,-3.2140508163981374,34092000.0,12915.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IN,2004,4326083060.0,-17.432702917519457,57433188.0,43354.0,3,0,0,0,0,3,0,3,3,0,0,0,0,3,0,,,
IN,2005,5423559825.0,-21.035823940998824,72994666.0,64837.0,0,2,1,0,0,2,1,3,0,1,2,0,0,2,1,,,
IN,2006,7201512804.0,-23.23884546098536,97806970.0,71388.0,3,5,1,0,0,8,1,9,2,4,1,2,0,6,3,56.666666666667,,
IN,2007,10281661567.0,-26.597712679454162,139825571.0,93780.0,5,5,3,2,0,11,4,15,4,1,4,4,2,6,9,56.666666666667,,
IN,2008,13979968979.0,-26.777027309383765,109162535.0,118677.0,2,0,1,0,1,2,2,4,0,0,1,1,2,0,4,56.666666666667,,
IN,2009,12528510712.0,-26.876885401365865,204745265.0,159324.0,4,1,0,0,0,5,0,5,2,3,0,0,0,5,0,56.666666666667,,
IN,2010,18575227748.0,-29.291408717120216,263691495.0,190100.0,3,2,0,1,0,5,1,6,1,2,2,1,0,3,3,56.666666666667,,
IN,2011,22999029567.0,-31.723763219676105,209667542.0,236753.0,4,2,2,0,0,6,2,8,3,1,2,0,2,4,4,60.0,,
IN,2012,22129073349.0,-32.2490166571295,386396935.0,268446.0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,60.0,,
IN,2013,24961887492.0,-33.819797618853435,613646448.0,248052.0,5,1,1,0,1,7,1,8,1,2,2,0,3,5,3,60.0,,
IN,2014,25457293287.0,-36.45883595037076,509908707.0,360398.0,7,2,0,0,0,9,0,9,0,1,5,2,1,5,4,70.0,,
IN,2015,32519790567.0,-37.25322271654843,750450372.0,362442.0,7,0,1,0,4,6,5,11,3,1,2,0,5,6,5,76.0,"India strengthened minority investor protections by requiring greater disclosure of conflicts of interest by board members, increasing the remedies available in case of prejudicial related-party transactions and introducing additional safeguards for shareholders of privately held companies. This reform applies to both Delhi and Mumbai.",True
IN,2016,27241165814.0,-36.15685269102128,747398140.0,434365.0,5,3,0,0,1,8,1,9,0,2,2,3,2,3,6,76.0,,
IN,2017,36261470953.0,-31.94910238405594,1028349523.0,650083.0,7,2,4,1,2,11,5,16,4,4,2,2,4,8,8,76.0,,
